date,region,category,units_sold
2023-11-10,Riyadh,Electronics,118.0
2023-11-11,Riyadh,Electronics,195.0
2023-11-12,Riyadh,Electronics,143.0
2023-11-13,Riyadh,Electronics,95.0
2023-11-14,Riyadh,Electronics,127.0
2023-11-15,Riyadh,Electronics,118.0
2023-11-16,Riyadh,Electronics,98.0
2023-11-17,Riyadh,Electronics,134.0
2023-11-18,Riyadh,Electronics,169.0
2023-11-19,Riyadh,Electronics,159.0
2023-11-20,Riyadh,Electronics,193.0
2023-11-21,Riyadh,Electronics,217.0
2023-11-22,Riyadh,Electronics,155.0
2023-11-23,Riyadh,Electronics,131.0
2023-11-24,Riyadh,Electronics,130.0
2023-11-25,Riyadh,Electronics,207.0
2023-11-26,Riyadh,Electronics,142.0
2023-11-27,Riyadh,Electronics,103.0
2023-11-28,Riyadh,Electronics,106.0
2023-11-29,Riyadh,Electronics,123.0
2023-11-30,Riyadh,Electronics,129.0
2023-12-01,Riyadh,Electronics,147.0
2023-12-02,Riyadh,Electronics,232.0
2023-12-03,Riyadh,Electronics,229.0
2023-12-04,Riyadh,Electronics,114.0
2023-12-05,Riyadh,Electronics,161.0
2023-12-06,Riyadh,Electronics,153.0
2023-12-07,Riyadh,Electronics,137.0
2023-12-08,Riyadh,Electronics,99.0
2023-12-09,Riyadh,Electronics,226.0
2023-12-10,Riyadh,Electronics,198.0
2023-12-11,Riyadh,Electronics,102.0
2023-12-12,Riyadh,Electronics,101.0
2023-12-13,Riyadh,Electronics,110.0
2023-12-14,Riyadh,Electronics,128.0
2023-12-15,Riyadh,Electronics,144.0
2023-12-16,Riyadh,Electronics,195.0
2023-12-17,Riyadh,Electronics,217.0
2023-12-18,Riyadh,Electronics,123.0
2023-12-19,Riyadh,Electronics,122.0
2023-12-20,Riyadh,Electronics,143.0
2023-12-21,Riyadh,Electronics,142.0
2023-12-22,Riyadh,Electronics,155.0
2023-12-23,Riyadh,Electronics,196.0
2023-12-24,Riyadh,Electronics,223.0
2023-12-25,Riyadh,Electronics,148.0
2023-12-26,Riyadh,Electronics,89.0
2023-12-27,Riyadh,Electronics,145.0
2023-12-28,Riyadh,Electronics,135.0
2023-12-29,Riyadh,Electronics,200.0
2023-12-30,Riyadh,Electronics,266.0
2023-12-31,Riyadh,Electronics,197.0
2024-01-01,Riyadh,Electronics,134.0
2024-01-02,Riyadh,Electronics,164.0
2024-01-03,Riyadh,Electronics,157.0
2024-01-04,Riyadh,Electronics,106.0
2024-01-05,Riyadh,Electronics,152.0
2024-01-06,Riyadh,Electronics,236.0
2024-01-07,Riyadh,Electronics,229.0
2024-01-08,Riyadh,Electronics,112.0
2024-01-09,Riyadh,Electronics,146.0
2024-01-10,Riyadh,Electronics,134.0
2024-01-11,Riyadh,Electronics,185.0
2024-01-12,Riyadh,Electronics,105.0
2024-01-13,Riyadh,Electronics,210.0
2024-01-14,Riyadh,Electronics,240.0
2024-01-15,Riyadh,Electronics,154.0
2024-01-16,Riyadh,Electronics,173.0
2024-01-17,Riyadh,Electronics,143.0
2024-01-18,Riyadh,Electronics,179.0
2024-01-19,Riyadh,Electronics,201.0
2024-01-20,Riyadh,Electronics,232.0
2024-01-21,Riyadh,Electronics,274.0
2024-01-22,Riyadh,Electronics,148.0
2024-01-23,Riyadh,Electronics,126.0
2024-01-24,Riyadh,Electronics,150.0
2024-01-25,Riyadh,Electronics,146.0
2024-01-26,Riyadh,Electronics,207.0
2024-01-27,Riyadh,Electronics,404.0
2024-01-28,Riyadh,Electronics,335.0
2024-01-29,Riyadh,Electronics,173.0
2024-01-30,Riyadh,Electronics,147.0
2024-01-31,Riyadh,Electronics,109.0
2024-02-01,Riyadh,Electronics,182.0
2024-02-02,Riyadh,Electronics,169.0
2024-02-03,Riyadh,Electronics,264.0
2024-02-04,Riyadh,Electronics,245.0
2024-02-05,Riyadh,Electronics,157.0
2024-02-06,Riyadh,Electronics,219.0
2024-02-07,Riyadh,Electronics,297.0
2024-02-08,Riyadh,Electronics,161.0
2024-02-09,Riyadh,Electronics,335.0
2024-02-10,Riyadh,Electronics,235.0
2024-02-11,Riyadh,Electronics,231.0
2024-02-12,Riyadh,Electronics,118.0
2024-02-13,Riyadh,Electronics,176.0
2024-02-14,Riyadh,Electronics,160.0
2024-02-15,Riyadh,Electronics,171.0
2024-02-16,Riyadh,Electronics,196.0
2024-02-17,Riyadh,Electronics,236.0
2024-02-18,Riyadh,Electronics,320.0
2024-02-19,Riyadh,Electronics,178.0
2024-02-20,Riyadh,Electronics,216.0
2024-02-21,Riyadh,Electronics,187.0
2024-02-22,Riyadh,Electronics,170.0
2024-02-23,Riyadh,Electronics,148.0
2024-02-24,Riyadh,Electronics,232.0
2024-02-25,Riyadh,Electronics,309.0
2024-02-26,Riyadh,Electronics,178.0
2024-02-27,Riyadh,Electronics,183.0
2024-02-28,Riyadh,Electronics,189.0
2024-02-29,Riyadh,Electronics,218.0
2024-03-01,Riyadh,Electronics,205.0
2024-03-02,Riyadh,Electronics,272.0
2024-03-03,Riyadh,Electronics,287.0
2024-03-04,Riyadh,Electronics,185.0
2024-03-05,Riyadh,Electronics,154.0
2024-03-06,Riyadh,Electronics,189.0
2024-03-07,Riyadh,Electronics,186.0
2024-03-08,Riyadh,Electronics,189.0
2024-03-09,Riyadh,Electronics,266.0
2024-03-10,Riyadh,Electronics,236.0
2024-03-11,Riyadh,Electronics,164.0
2024-03-12,Riyadh,Electronics,160.0
2024-03-13,Riyadh,Electronics,160.0
2024-03-14,Riyadh,Electronics,172.0
2024-03-15,Riyadh,Electronics,194.0
2024-03-16,Riyadh,Electronics,501.0
2024-03-17,Riyadh,Electronics,491.0
2024-03-18,Riyadh,Electronics,271.0
2024-03-19,Riyadh,Electronics,183.0
2024-03-20,Riyadh,Electronics,145.0
2024-03-21,Riyadh,Electronics,156.0
2024-03-22,Riyadh,Electronics,189.0
2024-03-23,Riyadh,Electronics,245.0
2024-03-24,Riyadh,Electronics,285.0
2024-03-25,Riyadh,Electronics,190.0
2024-03-26,Riyadh,Electronics,157.0
2024-03-27,Riyadh,Electronics,201.0
2024-03-28,Riyadh,Electronics,152.0
2024-03-29,Riyadh,Electronics,225.0
2024-03-30,Riyadh,Electronics,406.0
2024-03-31,Riyadh,Electronics,418.0
2024-04-01,Riyadh,Electronics,191.0
2024-04-02,Riyadh,Electronics,222.0
2024-04-03,Riyadh,Electronics,211.0
2024-04-04,Riyadh,Electronics,285.0
2024-04-05,Riyadh,Electronics,283.0
2024-04-06,Riyadh,Electronics,467.0
2024-04-07,Riyadh,Electronics,380.0
2024-04-08,Riyadh,Electronics,197.0
2024-04-09,Riyadh,Electronics,160.0
2024-04-10,Riyadh,Electronics,197.0
2024-04-11,Riyadh,Electronics,128.0
2024-04-12,Riyadh,Electronics,230.0
2024-04-13,Riyadh,Electronics,308.0
2024-04-14,Riyadh,Electronics,292.0
2024-04-15,Riyadh,Electronics,173.0
2024-04-16,Riyadh,Electronics,171.0
2024-04-17,Riyadh,Electronics,150.0
2024-04-18,Riyadh,Electronics,168.0
2024-04-19,Riyadh,Electronics,187.0
2024-04-20,Riyadh,Electronics,255.0
2024-04-21,Riyadh,Electronics,218.0
2024-04-22,Riyadh,Electronics,140.0
2024-04-23,Riyadh,Electronics,136.0
2024-04-24,Riyadh,Electronics,137.0
2024-04-25,Riyadh,Electronics,209.0
2024-04-26,Riyadh,Electronics,179.0
2024-04-27,Riyadh,Electronics,284.0
2024-04-28,Riyadh,Electronics,211.0
2024-04-29,Riyadh,Electronics,245.0
2024-04-30,Riyadh,Electronics,271.0
2024-05-01,Riyadh,Electronics,221.0
2024-05-02,Riyadh,Electronics,176.0
2024-05-03,Riyadh,Electronics,160.0
2024-05-04,Riyadh,Electronics,249.0
2024-05-05,Riyadh,Electronics,223.0
2024-05-06,Riyadh,Electronics,149.0
2024-05-07,Riyadh,Electronics,154.0
2024-05-08,Riyadh,Electronics,186.0
2024-05-09,Riyadh,Electronics,162.0
2024-05-10,Riyadh,Electronics,159.0
2024-05-11,Riyadh,Electronics,292.0
2024-05-12,Riyadh,Electronics,408.0
2024-05-13,Riyadh,Electronics,212.0
2024-05-14,Riyadh,Electronics,134.0
2024-05-15,Riyadh,Electronics,151.0
2024-05-16,Riyadh,Electronics,150.0
2024-05-17,Riyadh,Electronics,205.0
2024-05-18,Riyadh,Electronics,178.0
2024-05-19,Riyadh,Electronics,221.0
2024-05-20,Riyadh,Electronics,152.0
2024-05-21,Riyadh,Electronics,129.0
2024-05-22,Riyadh,Electronics,195.0
2024-05-23,Riyadh,Electronics,146.0
2024-05-24,Riyadh,Electronics,220.0
2024-05-25,Riyadh,Electronics,311.0
2024-05-26,Riyadh,Electronics,213.0
2024-05-27,Riyadh,Electronics,163.0
2024-05-28,Riyadh,Electronics,157.0
2024-05-29,Riyadh,Electronics,177.0
2024-05-30,Riyadh,Electronics,152.0
2024-05-31,Riyadh,Electronics,155.0
2024-06-01,Riyadh,Electronics,231.0
2024-06-02,Riyadh,Electronics,198.0
2024-06-03,Riyadh,Electronics,187.0
2024-06-04,Riyadh,Electronics,180.0
2024-06-05,Riyadh,Electronics,117.0
2024-06-06,Riyadh,Electronics,142.0
2024-06-07,Riyadh,Electronics,163.0
2024-06-08,Riyadh,Electronics,251.0
2024-06-09,Riyadh,Electronics,173.0
2024-06-10,Riyadh,Electronics,122.0
2024-06-11,Riyadh,Electronics,103.0
2024-06-12,Riyadh,Electronics,122.0
2024-06-13,Riyadh,Electronics,139.0
2024-06-14,Riyadh,Electronics,181.0
2024-06-15,Riyadh,Electronics,284.0
2024-06-16,Riyadh,Electronics,219.0
2024-06-17,Riyadh,Electronics,113.0
2024-06-18,Riyadh,Electronics,149.0
2024-06-19,Riyadh,Electronics,165.0
2024-06-20,Riyadh,Electronics,131.0
2024-06-21,Riyadh,Electronics,189.0
2024-06-22,Riyadh,Electronics,223.0
2024-06-23,Riyadh,Electronics,204.0
2024-06-24,Riyadh,Electronics,143.0
2024-06-25,Riyadh,Electronics,128.0
2024-06-26,Riyadh,Electronics,144.0
2024-06-27,Riyadh,Electronics,111.0
2024-06-28,Riyadh,Electronics,324.0
2024-06-29,Riyadh,Electronics,347.0
2024-06-30,Riyadh,Electronics,212.0
2024-07-01,Riyadh,Electronics,124.0
2024-07-02,Riyadh,Electronics,137.0
2024-07-03,Riyadh,Electronics,141.0
2024-07-04,Riyadh,Electronics,171.0
2024-07-05,Riyadh,Electronics,160.0
2024-07-06,Riyadh,Electronics,287.0
2024-07-07,Riyadh,Electronics,210.0
2024-07-08,Riyadh,Electronics,277.0
2024-07-09,Riyadh,Electronics,228.0
2024-07-10,Riyadh,Electronics,260.0
2024-07-11,Riyadh,Electronics,144.0
2024-07-12,Riyadh,Electronics,207.0
2024-07-13,Riyadh,Electronics,295.0
2024-07-14,Riyadh,Electronics,250.0
2024-07-15,Riyadh,Electronics,135.0
2024-07-16,Riyadh,Electronics,171.0
2024-07-17,Riyadh,Electronics,167.0
2024-07-18,Riyadh,Electronics,173.0
2024-07-19,Riyadh,Electronics,168.0
2024-07-20,Riyadh,Electronics,267.0
2024-07-21,Riyadh,Electronics,210.0
2024-07-22,Riyadh,Electronics,128.0
2024-07-23,Riyadh,Electronics,128.0
2024-07-24,Riyadh,Electronics,145.0
2024-07-25,Riyadh,Electronics,153.0
2024-07-26,Riyadh,Electronics,143.0
2024-07-27,Riyadh,Electronics,266.0
2024-07-28,Riyadh,Electronics,197.0
2024-07-29,Riyadh,Electronics,95.0
2024-07-30,Riyadh,Electronics,139.0
2024-07-31,Riyadh,Electronics,154.0
2024-08-01,Riyadh,Electronics,137.0
2024-08-02,Riyadh,Electronics,192.0
2024-08-03,Riyadh,Electronics,248.0
2024-08-04,Riyadh,Electronics,264.0
2024-08-05,Riyadh,Electronics,156.0
2024-08-06,Riyadh,Electronics,139.0
2024-08-07,Riyadh,Electronics,136.0
2024-08-08,Riyadh,Electronics,113.0
2024-08-09,Riyadh,Electronics,172.0
2024-08-10,Riyadh,Electronics,234.0
2024-08-11,Riyadh,Electronics,241.0
2024-08-12,Riyadh,Electronics,147.0
2024-08-13,Riyadh,Electronics,82.0
2024-08-14,Riyadh,Electronics,145.0
2024-08-15,Riyadh,Electronics,170.0
2024-08-16,Riyadh,Electronics,187.0
2024-08-17,Riyadh,Electronics,197.0
2024-08-18,Riyadh,Electronics,202.0
2024-08-19,Riyadh,Electronics,130.0
2024-08-20,Riyadh,Electronics,149.0
2024-08-21,Riyadh,Electronics,146.0
2024-08-22,Riyadh,Electronics,157.0
2024-08-23,Riyadh,Electronics,158.0
2024-08-24,Riyadh,Electronics,211.0
2024-08-25,Riyadh,Electronics,254.0
2024-08-26,Riyadh,Electronics,144.0
2024-08-27,Riyadh,Electronics,83.0
2024-08-28,Riyadh,Electronics,124.0
2024-08-29,Riyadh,Electronics,140.0
2024-08-30,Riyadh,Electronics,149.0
2024-08-31,Riyadh,Electronics,212.0
2024-09-01,Riyadh,Electronics,214.0
2024-09-02,Riyadh,Electronics,149.0
2024-09-03,Riyadh,Electronics,115.0
2024-09-04,Riyadh,Electronics,113.0
2024-09-05,Riyadh,Electronics,135.0
2024-09-06,Riyadh,Electronics,100.0
2024-09-07,Riyadh,Electronics,263.0
2024-09-08,Riyadh,Electronics,207.0
2024-09-09,Riyadh,Electronics,125.0
2024-09-10,Riyadh,Electronics,115.0
2024-09-11,Riyadh,Electronics,141.0
2024-09-12,Riyadh,Electronics,119.0
2024-09-13,Riyadh,Electronics,178.0
2024-09-14,Riyadh,Electronics,211.0
2024-09-15,Riyadh,Electronics,123.0
2024-09-16,Riyadh,Electronics,135.0
2024-09-17,Riyadh,Electronics,164.0
2024-09-18,Riyadh,Electronics,127.0
2024-09-19,Riyadh,Electronics,112.0
2024-09-20,Riyadh,Electronics,140.0
2024-09-21,Riyadh,Electronics,204.0
2024-09-22,Riyadh,Electronics,216.0
2024-09-23,Riyadh,Electronics,103.0
2024-09-24,Riyadh,Electronics,130.0
2024-09-25,Riyadh,Electronics,105.0
2024-09-26,Riyadh,Electronics,134.0
2024-09-27,Riyadh,Electronics,141.0
2024-09-28,Riyadh,Electronics,176.0
2024-09-29,Riyadh,Electronics,228.0
2024-09-30,Riyadh,Electronics,135.0
2024-10-01,Riyadh,Electronics,110.0
2024-10-02,Riyadh,Electronics,99.0
2024-10-03,Riyadh,Electronics,152.0
2024-10-04,Riyadh,Electronics,157.0
2024-10-05,Riyadh,Electronics,207.0
2024-10-06,Riyadh,Electronics,181.0
2024-10-07,Riyadh,Electronics,133.0
2024-10-08,Riyadh,Electronics,167.0
2024-10-09,Riyadh,Electronics,125.0
2024-10-10,Riyadh,Electronics,135.0
2024-10-11,Riyadh,Electronics,159.0
2024-10-12,Riyadh,Electronics,169.0
2024-10-13,Riyadh,Electronics,176.0
2024-10-14,Riyadh,Electronics,98.0
2024-10-15,Riyadh,Electronics,141.0
2024-10-16,Riyadh,Electronics,105.0
2024-10-17,Riyadh,Electronics,125.0
2024-10-18,Riyadh,Electronics,97.0
2024-10-19,Riyadh,Electronics,228.0
2024-10-20,Riyadh,Electronics,193.0
2024-10-21,Riyadh,Electronics,148.0
2024-10-22,Riyadh,Electronics,94.0
2024-10-23,Riyadh,Electronics,150.0
2024-10-24,Riyadh,Electronics,190.0
2024-10-25,Riyadh,Electronics,246.0
2024-10-26,Riyadh,Electronics,292.0
2024-10-27,Riyadh,Electronics,230.0
2024-10-28,Riyadh,Electronics,122.0
2024-10-29,Riyadh,Electronics,126.0
2024-10-30,Riyadh,Electronics,114.0
2024-10-31,Riyadh,Electronics,104.0
2024-11-01,Riyadh,Electronics,147.0
2024-11-02,Riyadh,Electronics,232.0
2024-11-03,Riyadh,Electronics,179.0
2024-11-04,Riyadh,Electronics,110.0
2024-11-05,Riyadh,Electronics,105.0
2024-11-06,Riyadh,Electronics,140.0
2024-11-07,Riyadh,Electronics,132.0
2024-11-08,Riyadh,Electronics,143.0
2024-11-09,Riyadh,Electronics,188.0
2024-11-10,Riyadh,Electronics,174.0
2024-11-11,Riyadh,Electronics,131.0
2024-11-12,Riyadh,Electronics,97.0
2024-11-13,Riyadh,Electronics,113.0
2024-11-14,Riyadh,Electronics,103.0
2024-11-15,Riyadh,Electronics,94.0
2024-11-16,Riyadh,Electronics,275.0
2024-11-17,Riyadh,Electronics,223.0
2024-11-18,Riyadh,Electronics,112.0
2024-11-19,Riyadh,Electronics,93.0
2024-11-20,Riyadh,Electronics,119.0
2024-11-21,Riyadh,Electronics,130.0
2024-11-22,Riyadh,Electronics,136.0
2024-11-23,Riyadh,Electronics,202.0
2024-11-24,Riyadh,Electronics,222.0
2024-11-25,Riyadh,Electronics,134.0
2024-11-26,Riyadh,Electronics,108.0
2024-11-27,Riyadh,Electronics,148.0
2024-11-28,Riyadh,Electronics,133.0
2024-11-29,Riyadh,Electronics,152.0
2024-11-30,Riyadh,Electronics,168.0
2024-12-01,Riyadh,Electronics,173.0
2024-12-02,Riyadh,Electronics,135.0
2024-12-03,Riyadh,Electronics,96.0
2024-12-04,Riyadh,Electronics,125.0
2024-12-05,Riyadh,Electronics,156.0
2024-12-06,Riyadh,Electronics,167.0
2024-12-07,Riyadh,Electronics,243.0
2024-12-08,Riyadh,Electronics,207.0
2024-12-09,Riyadh,Electronics,146.0
2024-12-10,Riyadh,Electronics,97.0
2024-12-11,Riyadh,Electronics,132.0
2024-12-12,Riyadh,Electronics,86.0
2024-12-13,Riyadh,Electronics,169.0
2024-12-14,Riyadh,Electronics,212.0
2024-12-15,Riyadh,Electronics,202.0
2024-12-16,Riyadh,Electronics,157.0
2024-12-17,Riyadh,Electronics,192.0
2024-12-18,Riyadh,Electronics,109.0
2024-12-19,Riyadh,Electronics,141.0
2024-12-20,Riyadh,Electronics,180.0
2024-12-21,Riyadh,Electronics,227.0
2024-12-22,Riyadh,Electronics,272.0
2024-12-23,Riyadh,Electronics,145.0
2024-12-24,Riyadh,Electronics,146.0
2024-12-25,Riyadh,Electronics,167.0
2024-12-26,Riyadh,Electronics,193.0
2024-12-27,Riyadh,Electronics,191.0
2024-12-28,Riyadh,Electronics,284.0
2024-12-29,Riyadh,Electronics,226.0
2024-12-30,Riyadh,Electronics,145.0
2024-12-31,Riyadh,Electronics,170.0
2025-01-01,Riyadh,Electronics,179.0
2025-01-02,Riyadh,Electronics,171.0
2025-01-03,Riyadh,Electronics,190.0
2025-01-04,Riyadh,Electronics,291.0
2025-01-05,Riyadh,Electronics,248.0
2025-01-06,Riyadh,Electronics,163.0
2025-01-07,Riyadh,Electronics,178.0
2025-01-08,Riyadh,Electronics,131.0
2025-01-09,Riyadh,Electronics,140.0
2025-01-10,Riyadh,Electronics,176.0
2025-01-11,Riyadh,Electronics,240.0
2025-01-12,Riyadh,Electronics,212.0
2025-01-13,Riyadh,Electronics,140.0
2025-01-14,Riyadh,Electronics,166.0
2025-01-15,Riyadh,Electronics,119.0
2025-01-16,Riyadh,Electronics,143.0
2025-01-17,Riyadh,Electronics,187.0
2025-01-18,Riyadh,Electronics,271.0
2025-01-19,Riyadh,Electronics,289.0
2025-01-20,Riyadh,Electronics,165.0
2025-01-21,Riyadh,Electronics,143.0
2025-01-22,Riyadh,Electronics,174.0
2025-01-23,Riyadh,Electronics,213.0
2025-01-24,Riyadh,Electronics,227.0
2025-01-25,Riyadh,Electronics,256.0
2025-01-26,Riyadh,Electronics,301.0
2025-01-27,Riyadh,Electronics,135.0
2025-01-28,Riyadh,Electronics,125.0
2025-01-29,Riyadh,Electronics,125.0
2025-01-30,Riyadh,Electronics,185.0
2025-01-31,Riyadh,Electronics,224.0
2025-02-01,Riyadh,Electronics,305.0
2025-02-02,Riyadh,Electronics,288.0
2025-02-03,Riyadh,Electronics,133.0
2025-02-04,Riyadh,Electronics,204.0
2025-02-05,Riyadh,Electronics,188.0
2025-02-06,Riyadh,Electronics,178.0
2025-02-07,Riyadh,Electronics,202.0
2025-02-08,Riyadh,Electronics,261.0
2025-02-09,Riyadh,Electronics,302.0
2025-02-10,Riyadh,Electronics,137.0
2025-02-11,Riyadh,Electronics,148.0
2025-02-12,Riyadh,Electronics,152.0
2025-02-13,Riyadh,Electronics,151.0
2025-02-14,Riyadh,Electronics,184.0
2025-02-15,Riyadh,Electronics,440.0
2025-02-16,Riyadh,Electronics,449.0
2025-02-17,Riyadh,Electronics,258.0
2025-02-18,Riyadh,Electronics,180.0
2025-02-19,Riyadh,Electronics,230.0
2025-02-20,Riyadh,Electronics,187.0
2025-02-21,Riyadh,Electronics,228.0
2025-02-22,Riyadh,Electronics,316.0
2025-02-23,Riyadh,Electronics,328.0
2025-02-24,Riyadh,Electronics,179.0
2025-02-25,Riyadh,Electronics,174.0
2025-02-26,Riyadh,Electronics,174.0
2025-02-27,Riyadh,Electronics,216.0
2025-02-28,Riyadh,Electronics,228.0
2025-03-01,Riyadh,Electronics,309.0
2025-03-02,Riyadh,Electronics,306.0
2025-03-03,Riyadh,Electronics,141.0
2025-03-04,Riyadh,Electronics,194.0
2025-03-05,Riyadh,Electronics,188.0
2025-03-06,Riyadh,Electronics,198.0
2025-03-07,Riyadh,Electronics,251.0
2025-03-08,Riyadh,Electronics,336.0
2025-03-09,Riyadh,Electronics,339.0
2025-03-10,Riyadh,Electronics,157.0
2025-03-11,Riyadh,Electronics,236.0
2025-03-12,Riyadh,Electronics,201.0
2025-03-13,Riyadh,Electronics,224.0
2025-03-14,Riyadh,Electronics,340.0
2025-03-15,Riyadh,Electronics,418.0
2025-03-16,Riyadh,Electronics,656.0
2025-03-17,Riyadh,Electronics,279.0
2025-03-18,Riyadh,Electronics,230.0
2025-03-19,Riyadh,Electronics,315.0
2025-03-20,Riyadh,Electronics,320.0
2025-03-21,Riyadh,Electronics,378.0
2025-03-22,Riyadh,Electronics,536.0
2025-03-23,Riyadh,Electronics,485.0
2025-03-24,Riyadh,Electronics,273.0
2025-03-25,Riyadh,Electronics,294.0
2025-03-26,Riyadh,Electronics,235.0
2025-03-27,Riyadh,Electronics,277.0
2025-03-28,Riyadh,Electronics,287.0
2025-03-29,Riyadh,Electronics,354.0
2025-03-30,Riyadh,Electronics,362.0
2025-03-31,Riyadh,Electronics,171.0
2025-04-01,Riyadh,Electronics,193.0
2025-04-02,Riyadh,Electronics,191.0
2025-04-03,Riyadh,Electronics,204.0
2025-04-04,Riyadh,Electronics,190.0
2025-04-05,Riyadh,Electronics,303.0
2025-04-06,Riyadh,Electronics,270.0
2025-04-07,Riyadh,Electronics,167.0
2025-04-08,Riyadh,Electronics,204.0
2025-04-09,Riyadh,Electronics,112.0
2025-04-10,Riyadh,Electronics,167.0
2025-04-11,Riyadh,Electronics,174.0
2025-04-12,Riyadh,Electronics,269.0
2025-04-13,Riyadh,Electronics,361.0
2025-04-14,Riyadh,Electronics,176.0
2025-04-15,Riyadh,Electronics,141.0
2025-04-16,Riyadh,Electronics,146.0
2025-04-17,Riyadh,Electronics,175.0
2025-04-18,Riyadh,Electronics,205.0
2025-04-19,Riyadh,Electronics,340.0
2025-04-20,Riyadh,Electronics,319.0
2025-04-21,Riyadh,Electronics,203.0
2025-04-22,Riyadh,Electronics,153.0
2025-04-23,Riyadh,Electronics,188.0
2025-04-24,Riyadh,Electronics,183.0
2025-04-25,Riyadh,Electronics,203.0
2025-04-26,Riyadh,Electronics,277.0
2025-04-27,Riyadh,Electronics,296.0
2025-04-28,Riyadh,Electronics,211.0
2025-04-29,Riyadh,Electronics,182.0
2025-04-30,Riyadh,Electronics,225.0
2025-05-01,Riyadh,Electronics,209.0
2025-05-02,Riyadh,Electronics,260.0
2025-05-03,Riyadh,Electronics,335.0
2025-05-04,Riyadh,Electronics,311.0
2025-05-05,Riyadh,Electronics,195.0
2025-05-06,Riyadh,Electronics,175.0
2025-05-07,Riyadh,Electronics,158.0
2025-05-08,Riyadh,Electronics,171.0
2025-05-09,Riyadh,Electronics,215.0
2025-05-10,Riyadh,Electronics,247.0
2025-05-11,Riyadh,Electronics,232.0
2025-05-12,Riyadh,Electronics,153.0
2025-05-13,Riyadh,Electronics,197.0
2025-05-14,Riyadh,Electronics,185.0
2025-05-15,Riyadh,Electronics,197.0
2025-05-16,Riyadh,Electronics,221.0
2025-05-17,Riyadh,Electronics,287.0
2025-05-18,Riyadh,Electronics,275.0
2025-05-19,Riyadh,Electronics,124.0
2025-05-20,Riyadh,Electronics,185.0
2025-05-21,Riyadh,Electronics,202.0
2025-05-22,Riyadh,Electronics,176.0
2025-05-23,Riyadh,Electronics,186.0
2025-05-24,Riyadh,Electronics,265.0
2025-05-25,Riyadh,Electronics,195.0
2025-05-26,Riyadh,Electronics,136.0
2025-05-27,Riyadh,Electronics,153.0
2025-05-28,Riyadh,Electronics,198.0
2025-05-29,Riyadh,Electronics,146.0
2025-05-30,Riyadh,Electronics,229.0
2025-05-31,Riyadh,Electronics,312.0
2025-06-01,Riyadh,Electronics,280.0
2025-06-02,Riyadh,Electronics,156.0
2025-06-03,Riyadh,Electronics,132.0
2025-06-04,Riyadh,Electronics,160.0
2025-06-05,Riyadh,Electronics,132.0
2025-06-06,Riyadh,Electronics,195.0
2025-06-07,Riyadh,Electronics,260.0
2025-06-08,Riyadh,Electronics,242.0
2025-06-09,Riyadh,Electronics,127.0
2025-06-10,Riyadh,Electronics,186.0
2025-06-11,Riyadh,Electronics,140.0
2025-06-12,Riyadh,Electronics,162.0
2025-06-13,Riyadh,Electronics,203.0
2025-06-14,Riyadh,Electronics,217.0
2025-06-15,Riyadh,Electronics,241.0
2025-06-16,Riyadh,Electronics,169.0
2025-06-17,Riyadh,Electronics,152.0
2025-06-18,Riyadh,Electronics,153.0
2025-06-19,Riyadh,Electronics,142.0
2025-06-20,Riyadh,Electronics,190.0
2025-06-21,Riyadh,Electronics,309.0
2025-06-22,Riyadh,Electronics,276.0
2025-06-23,Riyadh,Electronics,156.0
2025-06-24,Riyadh,Electronics,207.0
2025-06-25,Riyadh,Electronics,174.0
2025-06-26,Riyadh,Electronics,179.0
2025-06-27,Riyadh,Electronics,136.0
2025-06-28,Riyadh,Electronics,310.0
2025-06-29,Riyadh,Electronics,284.0
2025-06-30,Riyadh,Electronics,172.0
2025-07-01,Riyadh,Electronics,175.0
2025-07-02,Riyadh,Electronics,124.0
2025-07-03,Riyadh,Electronics,148.0
2025-07-04,Riyadh,Electronics,176.0
2025-07-05,Riyadh,Electronics,287.0
2025-07-06,Riyadh,Electronics,178.0
2025-07-07,Riyadh,Electronics,181.0
2025-07-08,Riyadh,Electronics,168.0
2025-07-09,Riyadh,Electronics,172.0
2025-07-10,Riyadh,Electronics,172.0
2025-07-11,Riyadh,Electronics,178.0
2025-07-12,Riyadh,Electronics,322.0
2025-07-13,Riyadh,Electronics,310.0
2025-07-14,Riyadh,Electronics,129.0
2025-07-15,Riyadh,Electronics,168.0
2025-07-16,Riyadh,Electronics,170.0
2025-07-17,Riyadh,Electronics,148.0
2025-07-18,Riyadh,Electronics,214.0
2025-07-19,Riyadh,Electronics,266.0
2025-07-20,Riyadh,Electronics,204.0
2025-07-21,Riyadh,Electronics,134.0
2025-07-22,Riyadh,Electronics,190.0
2025-07-23,Riyadh,Electronics,176.0
2025-07-24,Riyadh,Electronics,107.0
2025-07-25,Riyadh,Electronics,193.0
2025-07-26,Riyadh,Electronics,226.0
2025-07-27,Riyadh,Electronics,200.0
2025-07-28,Riyadh,Electronics,183.0
2025-07-29,Riyadh,Electronics,143.0
2025-07-30,Riyadh,Electronics,147.0
2025-07-31,Riyadh,Electronics,195.0
2025-08-01,Riyadh,Electronics,183.0
2025-08-02,Riyadh,Electronics,276.0
2025-08-03,Riyadh,Electronics,274.0
2025-08-04,Riyadh,Electronics,120.0
2025-08-05,Riyadh,Electronics,130.0
